276 | -448.14795687593096
135 | -281.7089676146993
-1000 | -571.2058972253994
-840 | -482.48941860663933
-862 | -936.1183658251513
998 | -663.2029294214492
890 | -263.2410612307041
531 | 871.1791908629395
-129 | -310.44834376214146
-744 | -822.7037490642837184 | 23.578105686197432
641 | -551.9617780845733
746 | -951.9453678157159
245 | 601.5098736436139
484 | -295.5323758745034
-304 | 909.2933013052943
-778 | -481.16427928246526
-825 | -118.77299949168196
506 | 198.3369719154225
-509 | 136.85395965479415
